date_acquired,date_sold,asset,quantity,proceeds,cost_basis,gain_loss,description,transaction_type,exchange
2024-02-17,2024-10-08,DOGE,2397.9807,11174.18,11180.29,-6.11,Sold 2397.9807 DOGE,Sell,Kraken
2023-07-07,2025-04-04,DOT,2452.1144,19903.12,24246.8,-4343.68,Sold 2452.1144 DOT,Sell,Binance
2021-08-20,2021-10-29,ETH,3608.552,10229.42,5349.04,4880.38,Sold 3608.552 ETH,Sell,Coinbase
2023-08-24,2023-11-13,LTC,2019.7487,36559.4,35082.39,1477.01,Sold 2019.7487 LTC,Sell,Crypto.com
2021-06-02,2022-06-18,MATIC,2804.5687,33079.19,37085.97,-4006.78,Sold 2804.5687 MATIC,Sell,MetaMask
2022-10-31,2024-09-04,BTC,516.486,49213.94,48119.11,1094.83,Sold 516.486 BTC,Sell,Crypto.com
2023-07-13,2024-02-15,DOGE,3942.611,43289.58,35717.59,7571.99,Sold 3942.611 DOGE,Sell,Kraken
2024-11-16,2026-10-31,ADA,4606.8991,47207.72,48136.4,-928.68,Sold 4606.8991 ADA,Sell,Kraken
2023-01-21,2023-11-29,DOT,3053.109,3478.89,4705.26,-1226.37,Sold 3053.109 DOT,Sell,Coinbase
2023-01-24,2024-08-26,LTC,1724.5835,53660.64,49701.63,3959.01,Sold 1724.5835 LTC,Sell,Binance
2021-08-12,2022-03-17,DOT,3866.7428,28070.47,26377.52,1692.95,Sold 3866.7428 DOT,Sell,Crypto.com
2022-06-05,2024-03-04,DOT,3074.0333,41756.89,39793.83,1963.06,Sold 3074.0333 DOT,Sell,Gemini
2023-02-13,2025-01-02,LTC,4247.4224,17331.16,8798.16,8533.0,Sold 4247.4224 LTC,Sell,Kraken
2024-06-26,2025-11-05,LTC,1263.9764,45314.57,46531.8,-1217.23,Sold 1263.9764 LTC,Sell,Kraken
2022-01-14,2022-09-21,MATIC,4441.1032,53555.46,44873.84,8681.62,Sold 4441.1032 MATIC,Sell,MetaMask
2023-01-23,2024-04-26,ADA,1364.3528,47239.98,42985.25,4254.73,Sold 1364.3528 ADA,Sell,MetaMask
2020-09-03,2022-08-24,BTC,3865.7718,58662.61,49298.03,9364.58,Sold 3865.7718 BTC,Sell,Kraken
2022-04-24,2022-11-25,DOGE,3970.5325,47165.41,43747.53,3417.88,Sold 3970.5325 DOGE,Sell,Coinbase
2023-01-10,2023-01-28,MATIC,166.9635,26629.09,20690.29,5938.8,Sold 166.9635 MATIC,Sell,Coinbase
2024-07-03,2025-08-25,DOGE,2108.7233,30438.82,34681.45,-4242.63,Sold 2108.7233 DOGE,Sell,Coinbase
2022-08-26,2022-10-19,ADA,2081.7322,22663.23,21192.84,1470.39,Sold 2081.7322 ADA,Sell,Crypto.com
2021-05-29,2022-06-06,DOGE,2341.5167,25910.05,28476.83,-2566.78,Sold 2341.5167 DOGE,Sell,Gemini
2021-03-16,2022-04-23,BTC,4106.5153,6825.6,9466.55,-2640.95,Sold 4106.5153 BTC,Sell,MetaMask
2024-06-18,2026-02-26,DOT,4784.0522,29168.06,21147.31,8020.75,Sold 4784.0522 DOT,Sell,MetaMask
2022-01-21,2023-01-03,LTC,1151.4652,35612.74,33476.79,2135.95,Sold 1151.4652 LTC,Sell,Coinbase
2020-02-28,2020-11-02,SOL,856.698,24777.41,20437.94,4339.47,Sold 856.698 SOL,Sell,Gemini
2022-09-06,2023-01-28,BTC,4009.6205,15178.09,17014.13,-1836.04,Sold 4009.6205 BTC,Sell,Crypto.com
2023-02-07,2023-05-24,MATIC,2231.5481,46110.82,47054.84,-944.02,Sold 2231.5481 MATIC,Sell,Crypto.com
2020-07-04,2021-04-07,MATIC,2768.7208,26966.61,29878.97,-2912.36,Sold 2768.7208 MATIC,Sell,Gemini
2023-06-26,2025-01-23,BTC,3490.9958,40230.43,42955.8,-2725.37,Sold 3490.9958 BTC,Sell,Coinbase
2020-05-19,2020-10-10,DOT,3408.1718,38059.73,37721.33,338.4,Sold 3408.1718 DOT,Sell,Kraken
2023-04-23,2023-05-27,SOL,1661.1464,16754.06,11518.31,5235.75,Sold 1661.1464 SOL,Sell,Binance
2022-12-19,2023-06-16,MATIC,2046.5111,17777.93,19777.98,-2000.05,Sold 2046.5111 MATIC,Sell,Binance
2022-02-21,2024-02-02,ADA,185.0658,53239.09,47862.22,5376.87,Sold 185.0658 ADA,Sell,Kraken
2024-03-28,2025-01-15,SOL,4048.8682,25000.52,24520.89,479.63,Sold 4048.8682 SOL,Sell,Coinbase
2020-01-24,2020-12-22,DOT,4233.2045,7532.3,9715.36,-2183.06,Sold 4233.2045 DOT,Sell,Gemini
2023-03-30,2025-02-21,ETH,2129.4806,39504.02,41779.93,-2275.91,Sold 2129.4806 ETH,Sell,Binance
2024-01-31,2025-02-06,ETH,3685.6416,42170.42,32852.77,9317.65,Sold 3685.6416 ETH,Sell,Crypto.com
2024-07-07,2026-05-23,LTC,4316.0806,53242.8,43984.74,9258.06,Sold 4316.0806 LTC,Sell,MetaMask
2020-10-05,2021-06-09,ADA,844.2647,13303.22,11145.88,2157.34,Sold 844.2647 ADA,Sell,Binance
2020-06-19,2021-09-20,DOGE,2764.3202,17090.45,11994.2,5096.25,Sold 2764.3202 DOGE,Sell,Gemini
2024-06-19,2026-06-14,DOGE,4040.3613,28010.88,20099.78,7911.1,Sold 4040.3613 DOGE,Sell,MetaMask
2020-04-16,2021-10-26,ADA,1104.8468,13093.57,5304.01,7789.56,Sold 1104.8468 ADA,Sell,MetaMask
2020-07-01,2021-03-28,DOGE,3030.4021,23283.01,26103.82,-2820.81,Sold 3030.4021 DOGE,Sell,MetaMask
2023-04-12,2023-05-04,DOT,262.1567,34030.09,38964.12,-4934.03,Sold 262.1567 DOT,Sell,Crypto.com
2020-05-29,2022-04-26,DOGE,1940.9675,36903.65,35496.62,1407.03,Sold 1940.9675 DOGE,Sell,Coinbase
2020-01-12,2021-10-13,LTC,1018.1182,47126.88,42827.78,4299.1,Sold 1018.1182 LTC,Sell,MetaMask
2024-07-02,2026-03-19,SOL,662.9216,40223.27,34341.93,5881.34,Sold 662.9216 SOL,Sell,Kraken
2020-07-23,2022-02-15,BTC,3446.5503,6220.04,10902.31,-4682.27,Sold 3446.5503 BTC,Sell,Coinbase
2024-04-27,2025-09-13,ADA,1201.1196,57559.5,47998.62,9560.88,Sold 1201.1196 ADA,Sell,Kraken
2024-02-24,2025-08-07,DOT,4099.7545,23982.71,25473.77,-1491.06,Sold 4099.7545 DOT,Sell,Gemini
2023-09-17,2024-12-22,BTC,214.1399,8253.2,9993.72,-1740.52,Sold 214.1399 BTC,Sell,Gemini
2020-10-20,2022-01-01,DOT,3890.7782,40593.98,31275.01,9318.97,Sold 3890.7782 DOT,Sell,Gemini
2020-04-08,2020-09-21,ETH,4694.6062,45992.46,49045.97,-3053.51,Sold 4694.6062 ETH,Sell,Kraken
2021-08-26,2021-11-01,ADA,2992.9136,15765.86,18698.73,-2932.87,Sold 2992.9136 ADA,Sell,Coinbase
2023-12-26,2023-12-30,BTC,825.0371,39790.03,30631.03,9159.0,Sold 825.0371 BTC,Sell,Kraken
2023-08-11,2023-09-17,DOGE,1055.0288,44185.25,45431.26,-1246.01,Sold 1055.0288 DOGE,Sell,MetaMask
2023-03-12,2024-10-28,ADA,2741.1437,7548.52,10924.21,-3375.69,Sold 2741.1437 ADA,Sell,MetaMask
2024-11-05,2025-12-11,DOT,39.2497,-287.39,3048.59,-3335.98,Sold 39.2497 DOT,Sell,Kraken
2021-01-18,2021-07-18,ADA,4964.2932,53490.68,45827.62,7663.06,Sold 4964.2932 ADA,Sell,Coinbase
2024-10-15,2024-11-07,ETH,3009.3763,9276.01,10847.19,-1571.18,Sold 3009.3763 ETH,Sell,Crypto.com
2020-10-18,2022-09-19,LTC,2503.0111,9909.69,1189.49,8720.2,Sold 2503.0111 LTC,Sell,Coinbase
2022-06-29,2023-02-16,DOGE,2756.6913,26996.74,29486.37,-2489.63,Sold 2756.6913 DOGE,Sell,Crypto.com
2021-12-10,2022-07-31,DOT,48.9166,38519.11,32546.25,5972.86,Sold 48.9166 DOT,Sell,Kraken
2020-05-12,2020-10-05,LTC,3595.5324,7263.69,2635.2,4628.49,Sold 3595.5324 LTC,Sell,Coinbase
2021-04-16,2021-06-28,BTC,4520.141,45149.73,36512.57,8637.16,Sold 4520.141 BTC,Sell,Crypto.com
2020-04-28,2021-12-18,BTC,4286.2655,30713.81,27027.62,3686.19,Sold 4286.2655 BTC,Sell,Gemini
2024-02-07,2024-12-29,ETH,2910.2628,39542.73,38122.62,1420.11,Sold 2910.2628 ETH,Sell,Binance
2021-05-11,2022-03-22,SOL,4578.0402,17167.27,17629.27,-462.0,Sold 4578.0402 SOL,Sell,Kraken
2023-10-06,2024-03-13,ADA,1794.4523,13035.59,15344.42,-2308.83,Sold 1794.4523 ADA,Sell,Coinbase
2024-09-28,2024-12-11,SOL,4216.2833,46240.99,49415.69,-3174.7,Sold 4216.2833 SOL,Sell,Binance
2023-03-02,2024-12-23,SOL,3404.6595,7267.41,5820.99,1446.42,Sold 3404.6595 SOL,Sell,Crypto.com
2023-10-15,2024-11-09,ETH,2165.8855,18811.05,18333.84,477.21,Sold 2165.8855 ETH,Sell,Binance
2022-02-17,2023-01-06,LTC,2673.7554,18771.25,12681.39,6089.86,Sold 2673.7554 LTC,Sell,Binance
2023-08-17,2024-11-01,DOT,1179.9096,49860.69,43665.45,6195.24,Sold 1179.9096 DOT,Sell,MetaMask
2023-12-26,2025-03-22,MATIC,2742.8238,56307.9,49594.33,6713.57,Sold 2742.8238 MATIC,Sell,Coinbase
2022-12-20,2024-08-23,SOL,1017.4974,31973.12,29781.34,2191.78,Sold 1017.4974 SOL,Sell,Coinbase
2020-10-21,2021-03-06,ETH,3777.8791,47511.74,37923.07,9588.67,Sold 3777.8791 ETH,Sell,Crypto.com
2022-01-18,2022-11-08,ETH,4792.646,22887.53,16839.75,6047.78,Sold 4792.646 ETH,Sell,Coinbase
2023-08-30,2025-03-21,DOGE,2614.8299,19177.91,17237.4,1940.51,Sold 2614.8299 DOGE,Sell,Coinbase
2023-03-02,2024-08-23,ADA,4268.4307,40190.66,36319.64,3871.02,Sold 4268.4307 ADA,Sell,MetaMask
2022-05-14,2022-12-02,DOGE,4068.2032,4373.81,264.14,4109.67,Sold 4068.2032 DOGE,Sell,Gemini
2021-01-16,2022-12-07,ETH,805.8789,41851.74,35221.06,6630.68,Sold 805.8789 ETH,Sell,Kraken
2020-08-08,2021-03-26,SOL,4507.5465,46297.2,40653.23,5643.97,Sold 4507.5465 SOL,Sell,Binance
2023-02-26,2024-12-05,MATIC,3964.6072,45035.34,48598.72,-3563.38,Sold 3964.6072 MATIC,Sell,Kraken
2022-09-20,2024-09-13,LTC,4737.7002,53898.22,49217.02,4681.2,Sold 4737.7002 LTC,Sell,MetaMask
2022-08-23,2023-04-07,DOT,3610.5638,40083.27,35542.4,4540.87,Sold 3610.5638 DOT,Sell,Gemini
2024-09-23,2025-11-09,MATIC,3677.2054,17470.39,8259.87,9210.52,Sold 3677.2054 MATIC,Sell,Gemini
2022-09-15,2023-01-06,SOL,2919.0969,31145.93,24779.14,6366.79,Sold 2919.0969 SOL,Sell,Crypto.com
2020-03-14,2020-05-24,DOGE,1193.7055,12486.48,3984.32,8502.16,Sold 1193.7055 DOGE,Sell,Binance
2020-08-12,2021-05-11,BTC,4060.4822,50684.46,47951.37,2733.09,Sold 4060.4822 BTC,Sell,Crypto.com
2021-09-24,2023-05-22,SOL,3996.4143,41675.3,41974.28,-298.98,Sold 3996.4143 SOL,Sell,MetaMask
2024-03-01,2024-06-06,DOT,2009.0382,48249.8,49499.97,-1250.17,Sold 2009.0382 DOT,Sell,Coinbase
2022-04-30,2022-09-04,MATIC,4494.3351,26565.28,30373.03,-3807.75,Sold 4494.3351 MATIC,Sell,Crypto.com
2021-07-25,2022-08-17,ADA,33.8938,50286.56,49026.64,1259.92,Sold 33.8938 ADA,Sell,Kraken
2021-12-04,2023-01-17,MATIC,2237.8799,9274.79,223.85,9050.94,Sold 2237.8799 MATIC,Sell,Binance
2023-03-07,2024-07-21,LTC,1434.6846,9322.39,701.49,8620.9,Sold 1434.6846 LTC,Sell,Binance
2023-09-25,2024-08-17,ADA,2595.9435,10187.52,11577.45,-1389.93,Sold 2595.9435 ADA,Sell,Crypto.com
2022-05-15,2023-03-25,ETH,2284.7902,-1372.68,2154.42,-3527.1,Sold 2284.7902 ETH,Sell,Gemini
2023-09-25,2025-07-24,BTC,594.136,26406.81,26645.82,-239.01,Sold 594.136 BTC,Sell,Coinbase
2022-04-06,2023-08-14,ETH,3278.8703,23849.89,25388.09,-1538.2,Sold 3278.8703 ETH,Sell,Coinbase
2021-02-02,2022-01-08,DOT,969.3115,39228.98,29963.1,9265.88,Sold 969.3115 DOT,Sell,Crypto.com
2023-02-27,2024-10-19,ETH,4182.8043,29145.4,22869.75,6275.65,Sold 4182.8043 ETH,Sell,MetaMask
2022-11-25,2023-06-21,LTC,1528.1202,14871.91,18868.42,-3996.51,Sold 1528.1202 LTC,Sell,Crypto.com
2024-11-16,2025-05-23,ADA,4607.1778,27879.6,22511.56,5368.04,Sold 4607.1778 ADA,Sell,Crypto.com
2022-04-07,2023-08-01,ETH,1568.1053,49304.51,49198.17,106.34,Sold 1568.1053 ETH,Sell,Kraken
2023-11-08,2024-08-13,DOT,2006.7162,30117.13,25750.78,4366.35,Sold 2006.7162 DOT,Sell,Kraken
2020-07-08,2021-11-21,MATIC,2020.6869,2974.96,7883.23,-4908.27,Sold 2020.6869 MATIC,Sell,Binance
2021-03-21,2021-06-15,ETH,338.4067,21643.14,24657.39,-3014.25,Sold 338.4067 ETH,Sell,MetaMask
2021-07-28,2021-11-03,DOT,964.763,7613.72,10859.08,-3245.36,Sold 964.763 DOT,Sell,Coinbase
2023-08-19,2025-05-14,ETH,1301.7915,6474.94,11118.89,-4643.95,Sold 1301.7915 ETH,Sell,Crypto.com
2024-04-13,2025-12-19,LTC,3943.2295,15400.3,8517.88,6882.42,Sold 3943.2295 LTC,Sell,MetaMask
2023-07-16,2025-03-05,BTC,1380.0287,16943.18,13376.26,3566.92,Sold 1380.0287 BTC,Sell,Gemini
2024-09-02,2025-04-14,ADA,2897.804,44612.14,45119.4,-507.26,Sold 2897.804 ADA,Sell,Gemini
2023-09-14,2024-02-14,SOL,1935.5789,15657.14,15872.34,-215.2,Sold 1935.5789 SOL,Sell,Binance
2021-03-03,2021-04-26,MATIC,3281.5032,49575.17,49594.44,-19.27,Sold 3281.5032 MATIC,Sell,Gemini
2023-09-08,2024-03-17,MATIC,2608.3761,22980.58,19214.89,3765.69,Sold 2608.3761 MATIC,Sell,Binance
2020-01-26,2021-09-24,ETH,850.497,37665.12,34238.62,3426.5,Sold 850.497 ETH,Sell,Binance
2022-10-16,2024-07-16,MATIC,2984.9657,36306.12,26582.09,9724.03,Sold 2984.9657 MATIC,Sell,Crypto.com
2024-02-26,2024-07-11,DOT,3361.7341,31858.09,36657.15,-4799.06,Sold 3361.7341 DOT,Sell,Gemini
2020-09-08,2022-04-12,DOT,1150.0445,3629.52,4678.44,-1048.92,Sold 1150.0445 DOT,Sell,Coinbase
2023-09-27,2025-03-10,ADA,4623.5155,43590.35,39133.16,4457.19,Sold 4623.5155 ADA,Sell,MetaMask
2023-09-20,2023-12-11,LTC,2896.342,35747.36,29116.0,6631.36,Sold 2896.342 LTC,Sell,Crypto.com
2021-10-26,2022-10-08,DOGE,1697.9103,18312.5,18813.38,-500.88,Sold 1697.9103 DOGE,Sell,Binance
2021-06-13,2022-11-20,MATIC,3560.3293,34332.54,27025.34,7307.2,Sold 3560.3293 MATIC,Sell,Binance
2021-01-20,2021-03-08,MATIC,2060.4189,7040.36,7257.86,-217.5,Sold 2060.4189 MATIC,Sell,MetaMask
2021-01-23,2021-05-29,DOGE,2545.4902,24936.22,19981.27,4954.95,Sold 2545.4902 DOGE,Sell,Kraken
2024-03-24,2025-08-18,SOL,3239.0914,39847.72,42137.66,-2289.94,Sold 3239.0914 SOL,Sell,Binance
2024-07-31,2026-03-09,ETH,4754.3804,56349.09,48835.45,7513.64,Sold 4754.3804 ETH,Sell,Kraken
2022-05-11,2023-08-19,SOL,2718.52,493.18,285.5,207.68,Sold 2718.52 SOL,Sell,Crypto.com
2024-02-03,2025-11-06,DOGE,2367.5983,40186.15,43289.12,-3102.97,Sold 2367.5983 DOGE,Sell,Binance
2020-02-09,2020-07-14,BTC,3249.5458,42989.7,45575.2,-2585.5,Sold 3249.5458 BTC,Sell,Binance
2022-05-21,2022-07-26,BTC,776.0482,27235.7,27380.65,-144.95,Sold 776.0482 BTC,Sell,MetaMask
2020-01-24,2021-03-15,DOT,2859.1049,38563.68,43433.92,-4870.24,Sold 2859.1049 DOT,Sell,Kraken
2020-12-05,2022-08-05,LTC,4430.1949,48405.06,42636.02,5769.04,Sold 4430.1949 LTC,Sell,Kraken
2020-07-03,2021-07-26,LTC,667.8698,36062.35,28401.6,7660.75,Sold 667.8698 LTC,Sell,Crypto.com
2024-03-08,2025-11-07,ETH,2237.2544,11393.64,2612.25,8781.39,Sold 2237.2544 ETH,Sell,Kraken
2024-11-16,2026-09-04,BTC,780.064,18303.52,15747.77,2555.75,Sold 780.064 BTC,Sell,Coinbase
2023-12-27,2025-10-07,ETH,4680.0957,27925.97,21747.11,6178.86,Sold 4680.0957 ETH,Sell,MetaMask
2022-09-27,2022-12-08,BTC,3096.6181,41164.17,36748.97,4415.2,Sold 3096.6181 BTC,Sell,Binance
2024-05-10,2024-06-03,ADA,1880.0497,18806.11,13467.31,5338.8,Sold 1880.0497 ADA,Sell,MetaMask
2020-04-20,2022-03-30,BTC,4439.5324,29697.33,26947.5,2749.83,Sold 4439.5324 BTC,Sell,Coinbase
2020-08-07,2021-11-03,LTC,1881.823,33060.06,23734.4,9325.66,Sold 1881.823 LTC,Sell,MetaMask
2024-01-26,2025-01-30,DOGE,2993.29,34722.3,34175.15,547.15,Sold 2993.29 DOGE,Sell,Crypto.com
2022-08-12,2024-06-11,BTC,4029.6584,43155.54,46768.16,-3612.62,Sold 4029.6584 BTC,Sell,MetaMask
2020-03-18,2021-06-23,DOT,601.8988,47178.55,48253.37,-1074.82,Sold 601.8988 DOT,Sell,Coinbase
2021-07-07,2022-09-03,MATIC,2556.2234,31472.15,34389.52,-2917.37,Sold 2556.2234 MATIC,Sell,Kraken
2021-03-25,2021-06-06,LTC,3829.8143,36093.85,39127.39,-3033.54,Sold 3829.8143 LTC,Sell,Gemini
2022-05-24,2024-03-05,SOL,4681.0522,17457.81,15707.88,1749.93,Sold 4681.0522 SOL,Sell,Kraken
2022-08-11,2023-02-15,BTC,262.3154,38833.83,30375.8,8458.03,Sold 262.3154 BTC,Sell,MetaMask
2020-03-09,2020-06-27,DOT,2238.2321,39605.45,41466.29,-1860.84,Sold 2238.2321 DOT,Sell,Coinbase
2023-09-04,2025-07-27,ETH,4128.8895,44379.88,40932.3,3447.58,Sold 4128.8895 ETH,Sell,MetaMask
2020-12-28,2022-03-19,LTC,1332.7059,23037.14,15532.97,7504.17,Sold 1332.7059 LTC,Sell,Coinbase
2021-06-26,2022-12-05,MATIC,854.3462,45461.94,49610.87,-4148.93,Sold 854.3462 MATIC,Sell,Kraken
2022-04-25,2022-12-26,DOT,2698.6173,22863.73,22916.92,-53.19,Sold 2698.6173 DOT,Sell,MetaMask
2024-04-09,2025-12-11,ETH,4969.0567,24251.32,18114.06,6137.26,Sold 4969.0567 ETH,Sell,MetaMask
2024-04-13,2025-09-16,SOL,3530.4338,37255.21,33835.0,3420.21,Sold 3530.4338 SOL,Sell,Binance
2022-04-22,2023-11-12,DOGE,1171.2351,19357.86,14254.29,5103.57,Sold 1171.2351 DOGE,Sell,Binance
2020-01-24,2020-11-16,SOL,356.6225,12770.29,13535.31,-765.02,Sold 356.6225 SOL,Sell,Gemini
2024-11-12,2026-10-24,SOL,3636.3128,8280.21,9734.02,-1453.81,Sold 3636.3128 SOL,Sell,Kraken
2021-09-13,2022-11-26,BTC,1988.3246,26430.94,19709.51,6721.43,Sold 1988.3246 BTC,Sell,Binance
2024-10-09,2025-05-24,MATIC,3589.1077,33029.0,35172.47,-2143.47,Sold 3589.1077 MATIC,Sell,Crypto.com
2024-06-27,2025-02-22,MATIC,4623.317,29693.41,26497.33,3196.08,Sold 4623.317 MATIC,Sell,MetaMask
2021-12-29,2023-09-25,LTC,4359.1199,41976.32,36197.43,5778.89,Sold 4359.1199 LTC,Sell,Coinbase
2023-09-02,2025-04-25,ADA,1339.9249,9509.62,9158.82,350.8,Sold 1339.9249 ADA,Sell,MetaMask
2022-04-09,2022-11-28,ADA,3404.3186,41549.49,44052.7,-2503.21,Sold 3404.3186 ADA,Sell,Kraken
2022-05-03,2022-08-26,LTC,2660.6793,21458.84,25237.16,-3778.32,Sold 2660.6793 LTC,Sell,Binance
2020-09-29,2021-05-27,BTC,588.1161,40440.83,33958.3,6482.53,Sold 588.1161 BTC,Sell,Kraken
2020-08-09,2020-10-27,ETH,1591.5336,9461.46,9341.86,119.6,Sold 1591.5336 ETH,Sell,Coinbase
2022-01-05,2023-09-24,BTC,2807.9815,28813.98,21414.41,7399.57,Sold 2807.9815 BTC,Sell,MetaMask
2021-09-07,2023-08-29,ETH,839.8439,33718.44,26691.9,7026.54,Sold 839.8439 ETH,Sell,Binance
2022-01-16,2023-07-22,SOL,4044.5881,41188.75,33818.43,7370.32,Sold 4044.5881 SOL,Sell,Coinbase
2021-06-20,2021-10-24,ADA,4367.7591,13558.8,17617.85,-4059.05,Sold 4367.7591 ADA,Sell,Kraken
2022-04-28,2022-09-15,DOT,1291.9376,28102.71,31137.64,-3034.93,Sold 1291.9376 DOT,Sell,MetaMask
2020-09-28,2021-09-12,MATIC,990.3005,33818.59,38749.09,-4930.5,Sold 990.3005 MATIC,Sell,Coinbase
2024-03-01,2025-12-01,DOGE,3361.769,48745.48,46461.19,2284.29,Sold 3361.769 DOGE,Sell,Binance
2023-04-18,2023-07-11,BTC,3302.5525,-1924.63,553.84,-2478.47,Sold 3302.5525 BTC,Sell,Coinbase
2022-11-02,2023-03-17,DOT,669.428,45269.74,44635.86,633.88,Sold 669.428 DOT,Sell,Binance
2023-08-19,2025-06-26,ETH,321.6688,43942.41,34190.95,9751.46,Sold 321.6688 ETH,Sell,Gemini
2024-09-27,2025-12-09,ADA,4090.1512,34380.17,28924.62,5455.55,Sold 4090.1512 ADA,Sell,Crypto.com
2024-01-03,2024-11-21,DOGE,881.581,12216.56,8615.85,3600.71,Sold 881.581 DOGE,Sell,MetaMask
2020-07-12,2020-08-13,BTC,2318.0246,22109.02,15664.62,6444.4,Sold 2318.0246 BTC,Sell,Crypto.com
2022-01-02,2023-03-22,MATIC,4805.4895,20847.64,24937.07,-4089.43,Sold 4805.4895 MATIC,Sell,Binance
2024-10-16,2025-12-17,LTC,612.7895,14621.03,13818.34,802.69,Sold 612.7895 LTC,Sell,Kraken
2023-04-24,2024-09-03,DOT,2346.7642,11340.35,6422.25,4918.1,Sold 2346.7642 DOT,Sell,Kraken
2022-02-18,2023-07-22,LTC,3730.8103,25286.21,21121.33,4164.88,Sold 3730.8103 LTC,Sell,Gemini
2024-10-03,2025-03-06,ETH,536.9277,19986.51,23738.7,-3752.19,Sold 536.9277 ETH,Sell,Gemini
2020-08-30,2021-07-11,ETH,4492.7289,29849.55,33112.01,-3262.46,Sold 4492.7289 ETH,Sell,Binance
2021-06-15,2022-06-02,MATIC,1080.7352,1767.17,1647.59,119.58,Sold 1080.7352 MATIC,Sell,Crypto.com
2021-05-08,2023-04-28,SOL,3119.0728,22826.52,21992.68,833.84,Sold 3119.0728 SOL,Sell,Binance
2024-06-18,2025-10-15,DOGE,1188.0936,28167.53,30529.83,-2362.3,Sold 1188.0936 DOGE,Sell,Binance
2022-02-07,2024-01-24,BTC,1704.1198,10201.89,3747.44,6454.45,Sold 1704.1198 BTC,Sell,MetaMask
2023-08-14,2025-01-18,MATIC,1937.3297,50699.01,49262.97,1436.04,Sold 1937.3297 MATIC,Sell,Gemini
2021-12-13,2023-05-19,DOT,82.9787,14801.97,10674.02,4127.95,Sold 82.9787 DOT,Sell,Gemini
2024-04-11,2025-03-07,MATIC,3712.8546,11126.77,6182.23,4944.54,Sold 3712.8546 MATIC,Sell,Kraken
2021-02-04,2022-12-25,ADA,3277.2325,11130.6,15926.15,-4795.55,Sold 3277.2325 ADA,Sell,MetaMask
2024-06-29,2025-11-29,SOL,4623.0771,49540.0,43174.3,6365.7,Sold 4623.0771 SOL,Sell,Binance
2023-12-07,2024-01-05,SOL,891.7471,51502.39,46872.81,4629.58,Sold 891.7471 SOL,Sell,Gemini
2020-02-27,2021-12-27,DOGE,2984.2038,53461.61,46920.08,6541.53,Sold 2984.2038 DOGE,Sell,Coinbase
2023-09-26,2025-06-09,ADA,4965.2058,6273.97,5647.33,626.64,Sold 4965.2058 ADA,Sell,MetaMask
2022-09-26,2023-02-06,MATIC,4209.3431,19385.97,20653.84,-1267.87,Sold 4209.3431 MATIC,Sell,Kraken
2022-02-08,2023-05-26,BTC,3019.6955,19637.78,13336.36,6301.42,Sold 3019.6955 BTC,Sell,Coinbase
2020-01-26,2020-10-15,ETH,3215.66,46383.47,37957.2,8426.27,Sold 3215.66 ETH,Sell,Crypto.com
2021-02-22,2021-10-03,DOGE,2376.7266,10484.36,6688.47,3795.89,Sold 2376.7266 DOGE,Sell,Gemini
2020-11-03,2022-06-25,DOGE,2759.7495,28767.12,18938.37,9828.75,Sold 2759.7495 DOGE,Sell,Gemini
2024-10-21,2026-04-28,BTC,1703.0818,10643.86,1923.64,8720.22,Sold 1703.0818 BTC,Sell,Coinbase
2022-07-21,2023-02-21,BTC,2612.5934,31887.68,34823.66,-2935.98,Sold 2612.5934 BTC,Sell,Gemini
2022-02-10,2023-04-25,MATIC,906.1789,12658.43,3132.7,9525.73,Sold 906.1789 MATIC,Sell,Gemini
2020-10-23,2022-04-03,DOGE,2344.0932,35098.19,31225.65,3872.54,Sold 2344.0932 DOGE,Sell,Binance
2022-09-15,2023-01-20,DOT,2963.3934,52732.78,45680.06,7052.72,Sold 2963.3934 DOT,Sell,Crypto.com
2024-01-01,2024-09-30,ETH,376.2473,413.11,4167.96,-3754.85,Sold 376.2473 ETH,Sell,Coinbase
2022-10-06,2024-04-06,LTC,707.0988,18711.33,16697.76,2013.57,Sold 707.0988 LTC,Sell,Gemini
2022-08-13,2022-09-28,ADA,470.0009,22232.77,22734.46,-501.69,Sold 470.0009 ADA,Sell,Coinbase
2021-06-03,2021-09-22,SOL,4575.0022,24230.86,24951.5,-720.64,Sold 4575.0022 SOL,Sell,Coinbase
2021-07-04,2021-12-17,ETH,4609.6798,12379.61,10885.38,1494.23,Sold 4609.6798 ETH,Sell,Kraken
2024-09-20,2026-04-04,SOL,1372.5699,26487.07,20550.08,5936.99,Sold 1372.5699 SOL,Sell,Binance
2024-08-29,2025-09-23,BTC,4777.3541,38920.13,35919.4,3000.73,Sold 4777.3541 BTC,Sell,Gemini
2024-08-20,2024-10-02,ADA,1198.6014,51418.28,46267.08,5151.2,Sold 1198.6014 ADA,Sell,MetaMask
2020-07-23,2020-11-10,ADA,1646.6772,38190.68,36591.87,1598.81,Sold 1646.6772 ADA,Sell,Kraken
2023-08-25,2024-09-07,LTC,4851.564,49767.47,40668.75,9098.72,Sold 4851.564 LTC,Sell,MetaMask
2020-08-07,2022-01-06,LTC,2859.0037,22960.47,26026.63,-3066.16,Sold 2859.0037 LTC,Sell,Gemini
2022-10-03,2023-10-07,DOGE,4822.6471,14956.75,17542.81,-2586.06,Sold 4822.6471 DOGE,Sell,Kraken
